Date,platinum_oz_usd_price,platinum_kg_usd_price,platinum_oz_gbp_price,platinum_kg_gbp_price
1990-04-02 09:00:00+00:00,471,15142.98,289.65,9312.45
1990-04-30 09:00:00+00:00,472.25,15183.17,289.55,9309.24
1990-05-01 09:00:00+00:00,473.25,15215.32,288.75,9283.51
1990-05-30 09:00:00+00:00,496.5,15962.82,291.45,9370.32
1990-06-01 09:00:00+00:00,490,15753.84,292,9388
1990-07-02 09:00:00+00:00,487,15657.39,277.35,8917
1990-07-30 09:00:00+00:00,475.85,15298.91,258.4,8307.74
1990-08-01 09:00:00+00:00,485.15,15597.91,260.95,8389.73
1990-08-30 09:00:00+00:00,484.5,15577.01,251.5,8085.9
1990-09-03 09:00:00+00:00,487,15657.39,260.7,8381.69
1990-10-01 09:00:00+00:00,430,13824.8,227.15,7303.03
1990-10-30 09:00:00+00:00,418.25,13447.03,214.6,6899.54
1990-11-01 09:00:00+00:00,435.75,14009.67,225.3,7243.55
1990-11-30 09:00:00+00:00,425.1,13667.26,219.9,7069.94
1990-12-03 09:00:00+00:00,429.25,13800.69,222.3,7147.1
1990-12-31 09:00:00+00:00,415,13342.54,215.55,6930.08
1991-01-02 09:00:00+00:00,416.25,13382.73,214.2,6886.68
1991-01-30 09:00:00+00:00,386.5,12426.25,197.15,6338.51
1991-02-01 09:00:00+00:00,394.75,12691.49,200.85,6457.47
1991-03-01 09:00:00+00:00,401.75,12916.54,211.3,6793.44
1991-04-02 09:00:00+00:00,394.5,12683.45,224,7201.76
1991-04-30 09:00:00+00:00,391,12570.92,228.7,7352.87
1991-05-01 09:00:00+00:00,394.25,12675.41,226.7,7288.56
1991-05-30 09:00:00+00:00,369.5,11879.68,214.25,6888.29
1991-06-03 09:00:00+00:00,376.3,12098.31,221.9,7134.24
1991-07-01 09:00:00+00:00,379.85,12212.44,233.6,7510.4
1991-07-30 09:00:00+00:00,358.5,11526.03,212.45,6830.42
1991-08-01 09:00:00+00:00,363.5,11686.78,215.75,6936.51
1991-08-30 09:00:00+00:00,335.25,10778.52,198.6,6385.13
1991-09-02 09:00:00+00:00,338.5,10883.01,201.15,6467.11
1991-09-30 09:00:00+00:00,350.9,11281.68,200.1,6433.36
1991-10-01 09:00:00+00:00,354,11381.35,202.6,6513.73
1991-10-30 09:00:00+00:00,363,11670.7,210.05,6753.25
1991-11-01 09:00:00+00:00,362,11638.55,208.15,6692.17
1991-12-02 09:00:00+00:00,369.5,11879.68,207.95,6685.74
1991-12-30 09:00:00+00:00,330,10609.73,176.15,5663.35
1992-01-02 09:00:00+00:00,336.5,10818.71,179.75,5779.09
1992-01-30 09:00:00+00:00,353,11349.2,196.75,6325.65
1992-02-03 09:00:00+00:00,357,11477.8,199.35,6409.24
1992-03-02 09:00:00+00:00,358.5,11526.03,204.35,6570
1992-03-30 09:00:00+00:00,353.25,11357.23,203.55,6544.27
1992-04-01 09:00:00+00:00,360.25,11582.29,208.65,6708.24
1992-04-30 09:00:00+00:00,344.75,11083.95,195.2,6275.82
1992-05-01 09:00:00+00:00,347.75,11180.41,195.4,6282.25
1992-06-01 09:00:00+00:00,367.25,11807.34,199.8,6423.71
1992-06-30 09:00:00+00:00,378.5,12169.04,199.05,6399.6
1992-07-01 09:00:00+00:00,380,12217.27,198.65,6386.74
1992-07-30 09:00:00+00:00,374.6,12043.65,195.6,6288.68
1992-08-03 09:00:00+00:00,380,12217.27,197.1,6336.9
1992-08-25 09:00:00+00:00,,,175.4,5639.23
1992-09-01 09:00:00+00:00,361.75,11630.52,181.5,5835.35
1992-09-30 09:00:00+00:00,367.5,11815.38,207,6655.19
1992-10-01 09:00:00+00:00,366.5,11783.23,209.5,6735.57
1992-10-30 09:00:00+00:00,353.5,11365.27,225.35,7245.16
1992-11-02 09:00:00+00:00,354.5,11397.42,228.7,7352.87
1992-11-30 09:00:00+00:00,357.55,11495.48,237.25,7627.75
1992-12-01 09:00:00+00:00,362.75,11662.67,239.5,7700.09
1992-12-30 09:00:00+00:00,356.5,11461.72,235.8,7581.14
1993-01-04 09:00:00+00:00,352.7,11339.55,234.45,7537.73
1993-02-01 09:00:00+00:00,361,11606.4,247.25,7949.26
1993-03-01 09:00:00+00:00,346.4,11137,241.9,7777.25
1993-03-30 09:00:00+00:00,358.25,11517.99,239.8,7709.74
1993-04-01 09:00:00+00:00,362.25,11646.59,239.9,7712.95
1993-04-30 09:00:00+00:00,386.5,12426.25,246.35,7920.32
1993-05-04 09:00:00+00:00,379,12185.12,241.25,7756.36
1993-06-01 09:00:00+00:00,398,12795.98,254.9,8195.21
1993-06-30 09:00:00+00:00,385.7,12400.52,255.75,8222.54
1993-07-01 09:00:00+00:00,385.5,12394.09,258.45,8309.35
1993-07-30 09:00:00+00:00,414.5,13326.47,279.9,8998.98
1993-08-02 09:00:00+00:00,418.65,13459.89,282.7,9089
1993-08-31 09:00:00+00:00,383.25,12321.76,255.65,8219.33
1993-09-01 09:00:00+00:00,381.5,12265.49,255.45,8212.9
1993-09-30 09:00:00+00:00,357.75,11501.91,236.9,7616.5
1993-10-01 09:00:00+00:00,358.75,11534.06,240.55,7733.85
1993-11-01 09:00:00+00:00,369.5,11879.68,248.9,8002.31
1993-11-30 09:00:00+00:00,367.35,11810.56,247.05,7942.83
1993-12-01 09:00:00+00:00,366.75,11791.27,247.45,7955.69
1993-12-30 09:00:00+00:00,392,12603.07,264.85,8515.11
1994-01-04 09:00:00+00:00,399.5,12844.2,269.55,8666.22
1994-01-31 09:00:00+00:00,381.6,12268.71,254.55,8183.96
1994-02-01 09:00:00+00:00,388,12474.47,257.7,8285.24
1994-03-01 09:00:00+00:00,394.4,12680.24,264.95,8518.33
1994-03-30 09:00:00+00:00,408,13117.49,276.4,8886.45
1994-04-05 09:00:00+00:00,412.65,13266.99,281.6,9053.64
1994-05-03 09:00:00+00:00,401,12892.43,265.3,8529.58
1994-05-31 09:00:00+00:00,398.75,12820.09,264,8487.78
1994-06-01 09:00:00+00:00,402.25,12932.62,265.85,8547.26
1994-06-30 09:00:00+00:00,400.25,12868.32,260.4,8372.04
1994-07-01 09:00:00+00:00,405,13021.03,264.35,8499.04
1994-08-01 09:00:00+00:00,422.5,13583.67,273.3,8786.79
1994-08-30 09:00:00+00:00,413.5,13294.31,269.55,8666.22
1994-09-01 09:00:00+00:00,413,13278.24,268.9,8645.32
1994-09-30 09:00:00+00:00,419.25,13479.18,265.2,8526.37
1994-10-03 09:00:00+00:00,416,13374.69,263.95,8486.18
1994-10-31 09:00:00+00:00,421.4,13548.3,259.55,8344.71
1994-11-01 09:00:00+00:00,414,13310.39,252.75,8126.09
1994-11-30 09:00:00+00:00,409.6,13168.93,262.25,8431.52
1994-12-01 09:00:00+00:00,403.75,12980.85,257.65,8283.63
1994-12-30 09:00:00+00:00,416.5,13390.77,266.65,8572.98
1995-01-03 09:00:00+00:00,416,13374.69,266.4,8564.95
1995-01-30 09:00:00+00:00,413.6,13297.53,260.45,8373.65
1995-02-01 09:00:00+00:00,415.5,13358.62,262.5,8439.56
1995-03-01 09:00:00+00:00,409,13149.64,258.7,8317.39
1995-03-30 09:00:00+00:00,418.35,13450.25,259.6,8346.32
1995-04-03 09:00:00+00:00,440,14146.31,271.85,8740.17
1995-05-01 09:00:00+00:00,442.75,14234.72,274.6,8828.58
1995-05-30 09:00:00+00:00,437,14049.86,273.45,8791.61
1995-06-01 09:00:00+00:00,431.5,13873.03,272.25,8753.03
1995-06-30 09:00:00+00:00,439.75,14138.27,276.05,8875.2
1995-07-03 09:00:00+00:00,434,13953.4,272.35,8756.24
1995-07-31 09:00:00+00:00,425.75,13688.16,265.85,8547.26
1995-08-01 09:00:00+00:00,418.75,13463.11,262.2,8429.91
1995-08-30 09:00:00+00:00,428.75,13784.61,277.85,8933.07
1995-09-01 09:00:00+00:00,429.25,13800.69,276.65,8894.49
1995-10-02 09:00:00+00:00,420.25,13511.33,266.15,8556.91
1995-10-30 09:00:00+00:00,406.5,13069.26,258.35,8306.13
1995-11-01 09:00:00+00:00,409,13149.64,259.2,8333.46
1995-11-30 09:00:00+00:00,413.25,13286.28,269.5,8664.61
1995-12-01 09:00:00+00:00,413.5,13294.31,270.45,8695.16
1996-01-02 09:00:00+00:00,400.75,12884.39,258.95,8325.42
1996-01-30 09:00:00+00:00,421,13535.44,279.45,8984.51
1996-02-01 09:00:00+00:00,422.5,13583.67,279.05,8971.65
1996-03-01 09:00:00+00:00,412.75,13270.2,270.4,8693.55
1996-04-01 09:00:00+00:00,406.5,13069.26,266.55,8569.77
1996-04-30 09:00:00+00:00,400.5,12876.36,265.75,8544.05
1996-05-01 09:00:00+00:00,400.5,12876.36,267.55,8601.92
1996-05-30 09:00:00+00:00,399.75,12852.24,260.4,8372.04
1996-06-03 09:00:00+00:00,401,12892.43,258.95,8325.42
1996-07-01 09:00:00+00:00,390.5,12554.85,251.55,8087.51
1996-07-30 09:00:00+00:00,398.5,12812.05,255.85,8225.76
1996-08-01 09:00:00+00:00,403.5,12972.81,259.25,8335.07
1996-08-30 09:00:00+00:00,397,12763.83,254.9,8195.21
1996-09-02 09:00:00+00:00,395.5,12715.6,253.1,8137.34
1996-09-30 09:00:00+00:00,383.5,12329.79,245.45,7891.39
1996-10-01 09:00:00+00:00,381.5,12265.49,243.6,7831.91
1996-10-30 09:00:00+00:00,380.5,12233.34,235.15,7560.24
1996-11-01 09:00:00+00:00,379.75,12209.23,231.65,7447.71
1996-12-02 09:00:00+00:00,373.75,12016.32,221.7,7127.81
1996-12-30 09:00:00+00:00,370.25,11903.8,218.95,7039.4
1997-01-02 09:00:00+00:00,369.5,11879.68,216.8,6970.27
1997-01-30 09:00:00+00:00,353,11349.2,218.15,7013.68
1997-02-03 09:00:00+00:00,350.25,11260.78,218.65,7029.75
1997-03-03 09:00:00+00:00,390.5,12554.85,240.85,7743.5
1997-04-01 09:00:00+00:00,369.5,11879.68,225.05,7235.52
1997-04-30 09:00:00+00:00,374.25,12032.4,229.3,7372.16
1997-05-01 09:00:00+00:00,372.25,11968.1,228.95,7360.9
1997-05-30 09:00:00+00:00,410,13181.79,250.15,8042.5
1997-06-02 09:00:00+00:00,405.5,13037.11,247.7,7963.73
1997-06-30 09:00:00+00:00,423,13599.75,254.3,8175.92
1997-07-01 09:00:00+00:00,434,13953.4,260.65,8380.08
1997-07-30 09:00:00+00:00,426,13696.2,261.35,8402.59
1997-08-01 09:00:00+00:00,436.5,14033.78,266.15,8556.91
1997-09-01 09:00:00+00:00,410,13181.79,254.65,8187.18
1997-09-30 09:00:00+00:00,432.75,13913.22,268.1,8619.6
1997-10-01 09:00:00+00:00,435,13985.55,268.95,8646.93
1997-10-30 09:00:00+00:00,400.5,12876.36,239.9,7712.95
1997-11-03 09:00:00+00:00,407,13085.33,243,7812.62
1997-12-01 09:00:00+00:00,384,12345.87,228.25,7338.4
1997-12-30 09:00:00+00:00,363,11670.7,217.35,6987.95
1998-01-02 09:00:00+00:00,366,11767.16,223.6,7188.9
1998-01-30 09:00:00+00:00,388,12474.47,237.5,7635.79
1998-02-02 09:00:00+00:00,389,12506.62,239.1,7687.23
1998-03-02 09:00:00+00:00,387,12442.32,233.85,7518.44
1998-03-30 09:00:00+00:00,407,13085.33,241.95,7778.86
1998-04-01 09:00:00+00:00,409,13149.64,244.45,7859.24
1998-04-30 09:00:00+00:00,404,12988.88,241.85,7775.65
1998-05-01 09:00:00+00:00,397.5,12779.9,237.55,7637.4
1998-06-01 09:00:00+00:00,368,11831.46,225.65,7254.81
1998-06-30 09:00:00+00:00,352,11317.05,211.15,6788.62
1998-07-01 09:00:00+00:00,360,11574.25,216.55,6962.23
1998-07-30 09:00:00+00:00,378,12152.96,230.5,7410.74
1998-08-03 09:00:00+00:00,374,12024.36,230,7394.66
1998-09-01 09:00:00+00:00,362,11638.55,215.75,6936.51
1998-09-30 09:00:00+00:00,349,11220.59,205.25,6598.93
1998-10-01 09:00:00+00:00,353,11349.2,207.3,6664.84
1998-10-30 09:00:00+00:00,336,10802.64,199.7,6420.49
1998-11-02 09:00:00+00:00,336,10802.64,200.95,6460.68
1998-11-30 09:00:00+00:00,353,11349.2,213.7,6870.6
1998-12-01 09:00:00+00:00,351.5,11300.97,212.9,6844.88
1998-12-30 09:00:00+00:00,360,11574.25,215.05,6914.01
1999-01-04 09:00:00+00:00,362.5,11654.63,218.5,7024.93
1999-01-13 22:00:00+00:00,,,,
1999-02-01 09:00:00+00:00,347,11156.29,211.05,6785.41
1999-03-01 09:00:00+00:00,378,12152.96,235.8,7581.14
1999-03-30 09:00:00+00:00,363,11670.7,224.55,7219.44
1999-04-01 09:00:00+00:00,361.5,11622.48,224.55,7219.44
1999-04-30 09:00:00+00:00,350,11252.75,217.3,6986.35
1999-05-04 09:00:00+00:00,349,11220.59,216.9,6973.49
1999-06-01 09:00:00+00:00,360,11574.25,224.45,7216.22
1999-06-30 09:00:00+00:00,348,11188.44,220.95,7103.7
1999-07-01 09:00:00+00:00,352.5,11333.12,222.8,7163.18
1999-07-30 09:00:00+00:00,346,11124.14,213.4,6860.96
1999-08-02 09:00:00+00:00,344,11059.84,212.6,6835.24
1999-08-31 09:00:00+00:00,349,11220.59,218.25,7016.89
1999-09-01 09:00:00+00:00,349,11220.59,216.75,6968.66
1999-09-30 09:00:00+00:00,401,12892.43,243.45,7827.09
1999-10-01 09:00:00+00:00,410,13181.79,248.65,7994.27
1999-11-01 09:00:00+00:00,419,13471.14,254.5,8182.35
1999-11-30 09:00:00+00:00,435,13985.55,271.45,8727.31
1999-12-01 09:00:00+00:00,442,14210.61,275.9,8870.38
1999-12-30 09:00:00+00:00,448,14403.51,276.9,8902.53
2000-01-04 09:00:00+00:00,442,14210.61,270.15,8685.51
2000-01-31 09:00:00+00:00,495,15914.6,304.8,9799.53
2000-02-01 09:00:00+00:00,493,15850.3,305.85,9833.29
2000-03-01 09:00:00+00:00,477,15335.88,301.9,9706.3
2000-03-30 09:00:00+00:00,477,15335.88,299.7,9635.56
2000-04-03 09:00:00+00:00,508,16332.56,319.8,10281.79
2000-05-02 09:00:00+00:00,532,17104.17,341.45,10977.86
2000-05-30 09:00:00+00:00,550,17682.89,366.65,11788.05
2000-06-01 09:00:00+00:00,552,17747.19,368.85,11858.79
2000-06-30 09:00:00+00:00,565,18165.15,373.55,12009.89
2000-07-03 09:00:00+00:00,555,17843.64,366.35,11778.41
2000-07-31 09:00:00+00:00,570,18325.9,380.25,12225.3
2000-08-01 09:00:00+00:00,588,18904.61,392.5,12619.15
2000-08-30 09:00:00+00:00,595,19129.67,411.9,13242.87
2000-09-01 09:00:00+00:00,590,18968.91,406.2,13059.61
2000-10-02 09:00:00+00:00,573,18422.35,388.35,12485.72
2000-10-30 09:00:00+00:00,576,18518.8,394.9,12696.31
2000-11-01 09:00:00+00:00,586,18840.31,404.15,12993.71
2000-11-30 09:00:00+00:00,604,19419.02,424.6,13651.19
2000-12-01 09:00:00+00:00,606,19483.32,422.6,13586.89
2001-01-02 09:00:00+00:00,610,19611.93,408.7,13139.99
2001-01-30 09:00:00+00:00,604,19419.02,414.55,13328.07
2001-02-01 09:00:00+00:00,602.5,19370.8,409,13149.64
2001-03-01 09:00:00+00:00,609,19579.78,420.6,13522.58
2001-03-30 09:00:00+00:00,564,18132.99,394.7,12689.88
2001-04-02 09:00:00+00:00,558,17940.09,393.65,12656.12
2001-04-30 09:00:00+00:00,596,19161.82,415.35,13353.79
2001-05-01 09:00:00+00:00,600,19290.42,420.3,13512.94
2001-05-30 09:00:00+00:00,618,19869.13,434.9,13982.34
2001-06-01 09:00:00+00:00,596,19161.82,420.15,13508.12
2001-07-02 09:00:00+00:00,560,18004.39,396.3,12741.32
2001-07-30 09:00:00+00:00,498,16011.05,350.1,11255.96
2001-08-01 09:00:00+00:00,470,15110.83,328.45,10559.9
2001-08-30 09:00:00+00:00,449,14435.66,309.35,9945.82
2001-09-03 09:00:00+00:00,442,14210.61,304,9773.81
2001-10-01 09:00:00+00:00,424,13631.9,287.85,9254.58
2001-10-30 09:00:00+00:00,430,13824.8,296.05,9518.21
2001-11-01 09:00:00+00:00,419.5,13487.22,287.7,9249.76
2001-11-30 09:00:00+00:00,441,14178.46,309.6,9953.86
2001-12-03 09:00:00+00:00,453,14564.27,318.65,10244.82
2001-12-31 09:00:00+00:00,477,15335.88,329.2,10584.01
2002-01-02 09:00:00+00:00,481,15464.49,331.25,10649.92
2002-01-30 09:00:00+00:00,457,14692.87,322.95,10383.07
2002-02-01 09:00:00+00:00,449,14435.66,318,10223.92
2002-03-01 09:00:00+00:00,486,15625.24,342.25,11003.58
2002-04-02 09:00:00+00:00,537,17264.93,373.45,12006.68
2002-04-30 09:00:00+00:00,537,17264.93,368.45,11845.93
2002-05-01 09:00:00+00:00,523,16814.82,358.7,11532.46
2002-05-30 09:00:00+00:00,547,17586.43,373.25,12000.25
2002-06-05 09:00:00+00:00,552,17747.19,378.45,12167.43
2002-07-01 09:00:00+00:00,532,17104.17,347.7,11178.8
2002-07-30 09:00:00+00:00,527,16943.42,337.5,10850.86
2002-08-01 09:00:00+00:00,522,16782.67,336.25,10810.67
2002-08-30 09:00:00+00:00,568,18261.6,365.6,11754.3
2002-09-02 09:00:00+00:00,563,18100.84,363.6,11689.99
2002-09-30 09:00:00+00:00,563.5,18116.92,360.5,11590.33
2002-10-01 09:00:00+00:00,567,18229.45,360,11574.25
2002-10-30 09:00:00+00:00,590,18968.91,378.8,12178.69
2002-11-01 09:00:00+00:00,578,18583.1,369.7,11886.11
2002-12-02 09:00:00+00:00,592,19033.21,380.45,12231.73
2002-12-30 09:00:00+00:00,598,19226.12,373.15,11997.03
2003-01-02 09:00:00+00:00,600,19290.42,373.25,12000.25
2003-01-30 09:00:00+00:00,671,21573.12,409.15,13154.46
2003-02-03 09:00:00+00:00,690,22183.98,420.75,13527.41
2003-03-03 09:00:00+00:00,683,21958.93,433.8,13946.97
2003-03-31 09:00:00+00:00,645,20737.2,409,13149.64
2003-04-01 09:00:00+00:00,642,20640.75,405.95,13051.58
2003-04-30 09:00:00+00:00,606,19483.32,379.95,12215.66
2003-05-01 09:00:00+00:00,606,19483.32,378.25,12161
2003-05-30 09:00:00+00:00,643,20672.9,390.3,12548.42
2003-06-02 09:00:00+00:00,638,20512.15,391.9,12599.86
2003-06-30 09:00:00+00:00,665,21380.22,403.25,12964.77
2003-07-01 09:00:00+00:00,671,21573.12,405.45,13035.5
2003-07-30 09:00:00+00:00,693,22280.44,427.1,13731.56
2003-08-01 09:00:00+00:00,677,21766.02,423,13599.75
2003-09-01 09:00:00+00:00,707,22730.54,448.45,14417.98
2003-09-30 09:00:00+00:00,708,22762.7,423.55,13617.43
2003-10-01 09:00:00+00:00,712,22891.3,428.15,13765.32
2003-10-30 09:00:00+00:00,759,24402.38,446.85,14366.54
2003-11-03 09:00:00+00:00,738,23727.22,435.8,14011.28
2003-12-01 09:00:00+00:00,770,24756.04,447.15,14376.19
2003-12-30 09:00:00+00:00,812,26106.37,457.6,14712.16
2004-01-02 09:00:00+00:00,815,26202.82,455.55,14646.25
2004-01-30 09:00:00+00:00,829,26652.93,458.75,14749.13
2004-02-02 09:00:00+00:00,832,26749.38,456.65,14681.62
2004-03-01 09:00:00+00:00,894,28742.73,478.45,15382.5
2004-03-30 09:00:00+00:00,888,28549.82,487.25,15665.43
2004-04-01 09:00:00+00:00,910,29257.14,492.3,15827.79
2004-04-30 09:00:00+00:00,798,25656.26,451.1,14503.18
2004-05-04 09:00:00+00:00,816,26234.97,456.25,14668.76
2004-06-01 09:00:00+00:00,844,27135.19,459.3,14766.82
2004-06-30 09:00:00+00:00,790,25399.05,437.2,14056.29
2004-07-01 09:00:00+00:00,783,25174,431.65,13877.85
2004-07-30 09:00:00+00:00,816,26234.97,449.1,14438.88
2004-08-02 09:00:00+00:00,827,26588.63,451.55,14517.65
2004-08-31 09:00:00+00:00,866,27842.51,482.45,15511.11
2004-09-01 09:00:00+00:00,866,27842.51,482.3,15506.28
2004-09-30 09:00:00+00:00,850,27328.1,472.9,15204.07
2004-10-01 09:00:00+00:00,863,27746.05,478.25,15376.07
2004-11-01 09:00:00+00:00,834,26813.68,454.85,14623.75
2004-11-30 09:00:00+00:00,865,27810.36,456.7,14683.22
2004-12-01 09:00:00+00:00,866,27842.51,451.5,14516.04
2004-12-30 09:00:00+00:00,859.5,27633.53,447.1,14374.58
2005-01-04 09:00:00+00:00,848,27263.79,446.9,14368.15
2005-01-31 09:00:00+00:00,871,28003.26,463.3,14895.42
